text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,followers,total_tweets,location,score
@realDonaldTrump Sorry!!!! You are so out. BIDEN IS THE NEXT PRESIDENT LIVE  WITH IT. Your claims  are WITHOUT MERI… https://t.co/DIv08gLxfz,FALSE,0,realDonaldTrump,2020-11-24 6:38,TRUE,1.33032E+18,1.33112E+18,25073877,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",pneeley,0,FALSE,FALSE,NA,NA,107,306,"Knoxville,Tennessee",1
RT @Becca2400: You can’t even make this sh*t up anymore. Biden is every bit as horrible as I knew he’d be.,FALSE,0,NA,2020-11-24 6:38,FALSE,NA,1.33112E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",shugosha,90,TRUE,FALSE,NA,NA,472,18674,"Lawrence, KS",0
@Coolish_Breeze Until Biden issues an EO to overturn Trump's EO.,FALSE,0,Coolish_Breeze,2020-11-24 6:38,FALSE,1.33111E+18,1.33112E+18,574995388,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",epeterd916,0,FALSE,FALSE,NA,NA,1772,313330,,0
RT @MaddowBlog: Here's a quick overview of what we know about how President-elect Joe Biden's Cabinet is shaping up: https://t.co/Ho84Lw4Rtz,FALSE,0,NA,2020-11-24 6:38,FALSE,NA,1.33112E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",aurorakangaspuu,223,TRUE,FALSE,NA,NA,0,5713,,3
@peachisyummy @Lawrence @TheLastWord @GSAEmily Biden is walking into a shit show!,FALSE,0,peachisyummy,2020-11-24 6:38,FALSE,1.33112E+18,1.33112E+18,8.96583E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jennythigpen,0,FALSE,FALSE,NA,NA,296,8732,"Florence, AL",0
@Fe4real @Christo90521278 @realDonaldTrump Biden won the popular vote too lool,FALSE,0,Fe4real,2020-11-24 6:38,FALSE,1.33112E+18,1.33112E+18,1636048334,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dinamdajani1,0,FALSE,FALSE,NA,NA,13,455,"California, USA",0
"https://t.co/7w8fLZPWiP President-Elect Joe Biden: Official Transition Website https://t.co/Zyct6XNZH1, see more https://t.co/UsSDpWK32J",FALSE,0,NA,2020-11-24 6:38,FALSE,NA,1.33112E+18,NA,"<a href=""https://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>",ElNotiCoto,0,FALSE,FALSE,NA,NA,499,47706,Hollywood CA,6
RT @jeremyherb: Here's the full letter from Murphy to Biden: https://t.co/DJ4SFLzrfP,FALSE,0,NA,2020-11-24 6:38,FALSE,NA,1.33112E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RedpotBrian,3464,TRUE,FALSE,NA,NA,1607,30795,,0
RT @Reuters: The Trump administration has authorized the General Services Administration to formally begin the presidential transition for…,FALSE,0,NA,2020-11-24 6:38,FALSE,NA,1.33112E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dariasito,590,TRUE,FALSE,NA,NA,67,713,,2
RT @RaniaKhalek: One thing to understand about Biden’s cabinet picks is that you don’t really have to understand them as individuals. They…,FALSE,0,NA,2020-11-24 6:38,FALSE,NA,1.33112E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",OlafFoss,666,TRUE,FALSE,NA,NA,5581,44876,Oslo,1
RT @LarryMadowo: BREAKING: The GSA Administrator Emily Murphy has written to Joe Biden to formally begin the transition https://t.co/DKzikt…,FALSE,0,NA,2020-11-24 6:38,FALSE,NA,1.33112E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",zaxoguda,190,TRUE,FALSE,NA,NA,6350,63273,Nairobi,2
@SebGorka Looks like the 'Biden crime family' is above the law!,FALSE,0,SebGorka,2020-11-24 6:38,FALSE,1.33112E+18,1.33112E+18,2417586104,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PaulSteven0,0,FALSE,FALSE,NA,NA,91,718,,0
"RT @TheLastWord: .@JulianCastro, former secretary of Housing and Urban Development under President Obama, tells @Lawrence President-elect J…",FALSE,0,NA,2020-11-24 6:38,FALSE,NA,1.33112E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DavisRevdon,31,TRUE,FALSE,NA,NA,62,4338,,2
what is joe biden’s plan to ensure taylor swift wins a grammy?,FALSE,0,NA,2020-11-24 6:38,FALSE,NA,1.33112E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",weranwithwolves,0,FALSE,FALSE,NA,NA,859,11754,"Colorado, USA",3
"RT @Schuldensuehner: Global stock mkt rally accelerates as Biden transition, vaccine progress lift confidence. Investors cheer Yellen as US…",FALSE,0,NA,2020-11-24 6:38,FALSE,NA,1.33112E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RickStoevenbeld,20,TRUE,FALSE,NA,NA,315,41718,"Hengelo, Nederland",1
RT @Investingcom: *GSA GIVES BIDEN APPROVAL TO BEGIN OFFICIAL TRANSITION PROCESS https://t.co/of28JusnyN,FALSE,0,NA,2020-11-24 6:38,FALSE,NA,1.33112E+18,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",SexiestTrader,1,TRUE,FALSE,NA,NA,766,34454,Spain,2
"RT @GOPChairwoman: Like Joe Biden, Georgia Democrat Jon Ossoff has shady ties to China.

Ossoff failed to disclose his business relationshi…",FALSE,0,NA,2020-11-24 6:38,FALSE,NA,1.33112E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",slimwhit69,3361,TRUE,FALSE,NA,NA,192,42379,"Fort Wayne, IN",1
RT @funder: There are zero scandals surrounding President-elect Biden’s cabinet or staff. Which is how it’s supposed to be.,FALSE,0,NA,2020-11-24 6:38,FALSE,NA,1.33112E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",andreagail_k,2187,TRUE,FALSE,NA,NA,1245,33108,CA,3
RT @SilentAmuse: Watching the Bernie Left lose their damn minds every time the Biden transition team makes a new announcement is my new fav…,FALSE,0,NA,2020-11-24 6:38,FALSE,NA,1.33112E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LadyKay2You,95,TRUE,FALSE,NA,NA,309,3758,,1
@Axe2084 @Original_Gio @jeffzeleny You know people voted for Biden right? Not Bill Clinton? Im just confused what t… https://t.co/x6d1UALALh,FALSE,0,Axe2084,2020-11-24 6:38,TRUE,1.33111E+18,1.33112E+18,2541516320,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tk0ma,0,FALSE,FALSE,NA,NA,16,2381,,0
RT @AFP: #UPDATE General Motors withdrew Monday from a challenge to California's fuel economy rules that had been backed by Donald Trump's…,FALSE,0,NA,2020-11-24 6:38,FALSE,NA,1.33112E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ursulakoenig,1466,TRUE,FALSE,NA,NA,1429,61592,San Diego. Baja.,0
"RT @murray_nyc: @realDonaldTrump The reason many people were rightly upset with the GSA’s actions: 

“Despite news outlets and numerous for…",FALSE,0,NA,2020-11-24 6:38,FALSE,NA,1.33112E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Overdamoon,140,TRUE,FALSE,NA,NA,331,15030,,0
"@Ideafood @amconmag @realDonaldTrump Nah, cheating Joe Biden.",FALSE,0,Ideafood,2020-11-24 6:38,FALSE,1.33112E+18,1.33112E+18,16226484,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",michaelzhou1972,0,FALSE,FALSE,NA,NA,17,670,"Cary, NC",1
"@BrianDMcBride @Devilstower But are they qualified?  Who cares if they are purple hermaphrodites, as long as they a… https://t.co/GWvBF985iS",FALSE,0,BrianDMcBride,2020-11-24 6:38,TRUE,1.33097E+18,1.33112E+18,66944349,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",WoodMesquite,0,FALSE,FALSE,NA,NA,3,513,Texas,0
"RT @PaulSorrentino3: dear mr biden stop hitting up the working class for cash now please 
that was a disgustingly silly grift you and top c…",FALSE,0,NA,2020-11-24 6:38,FALSE,NA,1.33112E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",UnkVetOfficial,17,TRUE,FALSE,NA,NA,123,5738,"Milwaukee, WI/Joliet, IL",1
