"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @ewarren: We’ve got a quarter of a million dead and cases surging. But instead of fighting the pandemic, Donald Trump fought tooth and n…",FALSE,0,NA,2020-11-24 23:59:59,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnnGamboe",4818,TRUE,FALSE,NA,NA
"2","RT @seanhannity: TRUMP: ‘I’m Very Thrilled’ with Vaccine Progress, ‘Stock Markets at Record Highs’ https://t.co/gAZ6WsOnyy",FALSE,0,NA,2020-11-24 23:59:59,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","walterhewlettjr",734,TRUE,FALSE,NA,NA
"3","RT @JerryOtt60: I will never give up on Trump, he made promises to us in 2016 and he kept or exceeded virtually everyone of them. We owe it…",FALSE,0,NA,2020-11-24 23:59:59,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stephaniebynum",64,TRUE,FALSE,NA,NA
"4","RT @BradMossEsq: Conservatives did virtually nothing as Trump hired unqualified Islamaphobes, plagiarists, perjurers and unregistered forei…",FALSE,0,NA,2020-11-24 23:59:59,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yarip",1661,TRUE,FALSE,NA,NA
"5","The insanity of the left continues. The Dow passes 30,000, and all of the Biden worshipers cheer because they think… https://t.co/mLMFI6HmZL",FALSE,1,NA,2020-11-24 23:59:59,TRUE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tobiasized",0,FALSE,FALSE,NA,NA
"6","RT @nowthisnews: ‘We cannot continue to act as if something happened here that didn’t happen’ — These Republicans are calling on their part…",FALSE,0,NA,2020-11-24 23:59:59,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Shawnlynn83",53,TRUE,FALSE,NA,NA
"7","RT @brianbeutler: The elite-law debate needs more <U+2066>@nycsouthpaw<U+2069> correctives and fewer of the self-serving, sanctimonious platitudes that m…",FALSE,0,NA,2020-11-24 23:59:59,FALSE,NA,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","FinchHaven",88,TRUE,FALSE,NA,NA
"8","RT @Someone95988331: TRUMP LAST https://t.co/FeZN0t3NEw",FALSE,0,NA,2020-11-24 23:59:59,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stargaser9",778,TRUE,FALSE,NA,NA
"9","RT @OANN: Dominion Executive: Trump is not going to win. I made f***ing sure of that. https://t.co/w5BwXGGusw via @YouTube @ChanelRion #OANN",FALSE,0,NA,2020-11-24 23:59:59,FALSE,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","hindustanse",10750,TRUE,FALSE,NA,NA
"10","@tomselliott @Yamiche You all are clueless and I am so happy that the fraud that you all have taken part in is bein… https://t.co/RBWB02IFjj",FALSE,0,"tomselliott",2020-11-24 23:59:59,TRUE,"1331345615293460484","49698174","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","infantry1crum",0,FALSE,FALSE,NA,NA
"11","RT @kylegriffin1: Pool report. Biden said he would meet with Trump. ""Of course I would, if he asked.""",FALSE,0,NA,2020-11-24 23:59:59,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EuniceHunter17",414,TRUE,FALSE,NA,NA
"12","Trump Out of Control, Blurts Out ""I Won!"" https://t.co/ww5xqtF2zL via @YouTube",FALSE,0,NA,2020-11-24 23:59:59,FALSE,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Arnie55",0,FALSE,FALSE,NA,NA
"13","@mk_missyk8 @realDonaldTrump Lmao ... I like to see Trump try!!! They will drag his orange ass out on January 20, 2… https://t.co/7vy1tYVrVo",FALSE,2,"mk_missyk8",2020-11-24 23:59:59,TRUE,"1331378581642031106","2845553909","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LAG1RL123",0,FALSE,FALSE,NA,NA
"14","RT @LempaLyn: @JohnCornyn I want to know what's up with trump's secret bank account in China  https://t.co/dBR45E63v8",FALSE,0,NA,2020-11-24 23:59:59,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","scott_catharine",53,TRUE,FALSE,NA,NA
"15","RT @acnewsitics: Did Trump pardon the whole turkey or just the white meat?",FALSE,0,NA,2020-11-24 23:59:59,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AkronJustin",20795,TRUE,FALSE,NA,NA
"16","@kayleighmcenany Isn't it amazing Kayleigh? We don't have to have journalists report on a money launderer, racist p… https://t.co/bmAFHccq8x",FALSE,0,"kayleighmcenany",2020-11-24 23:59:59,TRUE,"1331304324480299010","259001548","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Anatya77",0,FALSE,FALSE,NA,NA
"17","RT @CNNPolitics: President-elect Joe Biden will deliver ""Thanksgiving address"" tomorrow https://t.co/EzPZLaFlb2 https://t.co/APPWVrZGdK",FALSE,0,NA,2020-11-24 23:59:59,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LB003",299,TRUE,FALSE,NA,NA
